SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCResultHighValueCalculatedFromMU,PSPAverageMBAResult,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,DSP_MBAResultPS_NG,DomoicAcid,ActionRequired
BTX/2011/3137,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill No 34,2011-10-17,2011-10-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3138,St. Austell Bay ,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2011-10-17,2011-10-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3139,Fal,B033Z,Cornwall PHA,SW84093878,T Pontoon,2011-10-17,2011-10-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3140,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan,2011-10-17,2011-10-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3141,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2011-10-16,2011-10-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3142,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2011-10-16,2011-10-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3143,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2011-10-16,2011-10-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3144,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2011-10-17,2011-10-18,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3145,West Mersea,B013U,Colchester BC,TM03021211,Mersea Flats,2011-10-17,2011-10-18,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3148,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2011-10-18,2011-10-18,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3171,Menai Strait East,B055D,Gwynedd CC,SH57587302,Bangor,2011-10-18,2011-10-19,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3172,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2011-10-18,2011-10-19,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3173,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2011-10-18,2011-10-19,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3174,Dee,B045M,Wirral BC,SJ20708550,West Kirby - Tells Tower,2011-10-18,2011-10-19,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3198,Beaulieu,B023E,New Forest DC,SU39600145,Baileys Hard ,2011-10-19,2011-10-20,Manila Clams,ND,,,,,,NG,<LOQ,
BTX/2011/3199,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2011-10-18,2011-10-20,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3200,Ravenglass,B053D,Copeland DC,SD08139555,Ravenglass,2011-10-19,2011-10-20,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3201,Swale,B076A,Swale BC,TQ97006640,River Swale #1,2011-10-19,2011-10-20,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3235,Dee,B045X,Flintshire CC,SJ12778573,Mostyn Deep,2011-10-25,2011-10-26,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3236,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2011-10-25,2011-10-26,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3265,Yealm,B031F,Plymouth PHA,SX54114882,Thorn,2011-10-26,2011-10-27,Mussels,ND,,,,,,,,
BTX/2011/3266,Dart,B028F,South Hams DC,SX87415599,Waddeton,2011-10-26,2011-10-27,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3267,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2011-10-25,2011-10-27,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3268,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2011-10-26,2011-10-27,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3269,The Solent,B024K,Isle of Wight Council,SZ41709270,Newtown River mouth West - Outer,2011-10-26,2011-10-27,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3270,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2011-10-26,2011-10-27,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3274,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2011-10-26,2011-10-27,Cockles,Not tested,,,Not tested,Not tested,Not tested,,Not tested,Additional flesh sample requested
BTX/2011/3289,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2011-10-31,2011-11-01,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3290,Liverpool Bay - Wirral,B058P,Mersey PHA,SJ26119334,Leasowe North,2011-10-31,2011-11-01,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3320,Menai Strait East,B055D,Gwynedd CC,SH57587302,Bangor,2011-11-01,2011-11-02,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3321,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan,2011-11-01,2011-11-02,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3322,Fal,B033Z,Cornwall PHA,SW84093878,T Pontoon,2011-11-01,2011-11-02,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3323,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2011-11-01,2011-11-02,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3324,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2011-11-01,2011-11-02,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3325,Beaulieu,B023E,New Forest DC,SU39600145,Baileys Hard ,2011-11-01,2011-11-02,Manila Clams,ND,,,,,,NG,<LOQ,
BTX/2011/3341,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2011-11-02,2011-11-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3342,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2011-11-02,2011-11-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3345,Walton Backwaters,B011R,Tendring DC ,TM22142478,Kirby Creek,2011-11-03,2011-11-04,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3346,West Mersea,B013U,Colchester BC,TM03021211,Mersea Flats,2011-11-03,2011-11-04,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3366,Deben,B010L,Suffolk Coastal DC,TM29834380,Girlings Hard,2011-11-07,2011-11-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3367,Blakeney,B006R,North Norfolk DC,TF91814545,Wells ? The Pool,2011-11-07,2011-11-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3368,Dovey,B041M,Gwynedd CC,SN61429590,Aberdyfi - West,2011-11-07,2011-11-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3369,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2011-11-07,2011-11-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3370,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2011-11-07,2011-11-08,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3371,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2011-11-07,2011-11-08,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3372,Portsmouth Harbour,B020E,Portsmouth PHA,SU60520339,Post 50,2011-11-07,2011-11-08,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3373,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway,2011-11-07,2011-11-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3374,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2011-11-07,2011-11-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3375,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2011-11-07,2011-11-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3405,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2011-11-08,2011-11-09,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3406,Poole,B54BL,Poole BC,SZ01818871,West Brownsea 1,2011-11-08,2011-11-09,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3407,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2011-11-08,2011-11-09,Manila Clams,ND,,,,,,NG,<LOQ,
BTX/2011/3408,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2011-11-08,2011-11-09,Surf Clams,ND,,,,,,NG,<LOQ,
BTX/2011/3422,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2011-11-09,2011-11-10,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3423,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2011-11-09,2011-11-10,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3424,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2011-11-09,2011-11-10,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3425,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2011-11-09,2011-11-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3426,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2011-11-09,2011-11-10,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3427,Camel,B035X,Cornwall CC,SW93428533 ,Porthilly Cove,2011-11-09,2011-11-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3431,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2011-11-14,2011-11-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3444,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2011-11-14,2011-11-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3445,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2011-11-13,2011-11-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3446,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2011-11-13,2011-11-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3447,The Wash,B003D,Boston BC,TF44403720,Maretail,2011-11-14,2011-11-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3448,The Wash,B003L,Boston BC,TF47604700,Wrangle,2011-11-14,2011-11-15,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3449,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2011-11-14,2011-11-15,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3450,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2011-11-14,2011-11-15,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3452,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2011-11-14,2011-11-15,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3453,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2011-11-13,2011-11-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3454,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2011-11-15,2011-11-15,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3486,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2011-11-15,2011-11-16,Pacific Oysters,ND,,,,,,,,
BTX/2011/3487,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2011-11-15,2011-11-16,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3488,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2011-11-15,2011-11-16,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3489,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2011-11-15,2011-11-16,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3505,St. Ives Bay,B088G,Cornwall PHA,SW54323928,St. Ives Central,2011-11-16,2011-11-17,Razors,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3506,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2011-11-16,2011-11-17,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3507,Yealm,B031F,Plymouth PHA,SX54114882,Thorn,2011-11-16,2011-11-17,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3508,Lymington River,B083A,New Forest DC,SZ32909562,Railway Bridge,2011-11-16,2011-11-17,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3514,Dee,B045M,Wirral BC,SJ20708550,West Kirby - Tells Tower,2011-11-17,2011-11-18,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3515,Swale,B076A,Swale BC,TQ97006640,River Swale #1,2011-11-17,2011-11-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3532,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2011-11-21,2011-11-22,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3533,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2011-11-21,2011-11-22,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3561,St. Austell Bay ,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2011-11-22,2011-11-23,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3562,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill No 34,2011-11-22,2011-11-23,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3563,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2011-11-22,2011-11-23,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3564,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2011-11-22,2011-11-23,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3565,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2011-11-22,2011-11-23,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3580,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2011-11-23,2011-11-24,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3581,Exe,B026E,Teignbridge DC,SX97808090,Pool,2011-11-23,2011-11-24,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3582,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2011-11-23,2011-11-24,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3584,Morecambe Bay - Barrow,B077F,Barrow-in-Furness BC,SD24806340,Foulney Island,2011-11-24,2011-11-25,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3585,Dee,B045X,Flintshire CC,SJ12778573,Mostyn Deep,2011-11-24,2011-11-25,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3586,Dart,B028F,South Hams DC,SX87415599,Waddeton,2011-11-24,2011-11-25,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3595,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2011-11-28,2011-11-29,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3597,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2011-11-28,2011-11-29,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3629,Silloth,B059L,Allerdale DC,NY10055345,Lees Scar,2011-11-29,2011-11-30,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3630,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2011-11-29,2011-11-30,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3631,Liverpool Bay - Wirral,B058P,Mersey PHA,SJ26119334,Leasowe North,2011-11-29,2011-11-30,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3632,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2011-11-29,2011-11-30,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3650,The Solent,B024K,Isle of Wight Council,SZ41709270,Newtown River mouth West - Outer,2011-11-30,2011-12-01,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3651,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2011-11-30,2011-12-01,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3652,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2011-11-30,2011-12-01,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3655,West Mersea,B013U,Colchester BC,TM03021211,Mersea Flats,2011-12-01,2011-12-02,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3668,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2011-12-05,2011-12-06,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3669,Deben,B010L,Suffolk Coastal DC,TM29834380,Girlings Hard,2011-12-05,2011-12-06,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3670,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan,2011-12-05,2011-12-06,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3671,Fal,B033Z,Cornwall PHA,SW84093878,T Pontoon,2011-12-05,2011-12-06,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3672,Portsmouth Harbour,B020E,Portsmouth PHA,SU60520339,Post 50,2011-12-05,2011-12-06,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3673,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2011-12-05,2011-12-06,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3674,Conwy,B044H,Conwy CBC,SH76107970,Morfa,2011-12-05,2011-12-06,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3675,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos on Sea,2011-12-05,2011-12-06,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3676,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2011-12-05,2011-12-06,Surf Clams,ND,,,,,,NG,<LOQ,
BTX/2011/3690,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2011-12-06,2011-12-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3691,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2011-12-05,2011-12-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3692,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2011-12-06,2011-12-07,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3693,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek,2011-12-06,2011-12-07,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3694,Poole,B54BL,Poole BC,SZ01818871,West Brownsea 1,2011-12-06,2011-12-07,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3695,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2011-12-07,2011-12-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3711,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2011-12-07,2011-12-08,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3712,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2011-12-07,2011-12-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3733,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway,2011-12-07,2011-12-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3734,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2011-12-07,2011-12-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3735,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2011-12-07,2011-12-08,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3736,Menai Strait East,B055D,Gwynedd CC,SH57587302,Bangor,2011-12-07,2011-12-09,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3737,Walton Backwaters,B011R,Tendring DC ,TM22142478,Kirby Creek,2011-12-08,2011-12-09,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3764,Blakeney,B006R,North Norfolk DC,TF91814545,Wells ? The Pool,2011-12-12,2011-12-13,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3765,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2011-12-12,2011-12-13,Mussels,ND,,,68,<RL,<RL,,<LOQ,
BTX/2011/3766,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2011-12-11,2011-12-13,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3767,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2011-12-11,2011-12-13,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3768,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2011-12-11,2011-12-13,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3769,Dovey,B041M,Gwynedd CC,SN61429590,Aberdyfi - West,2011-12-12,2011-12-13,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3770,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2011-12-12,2011-12-13,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3771,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2011-12-12,2011-12-13,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3772,The Wash,B003L,Boston BC,TF47604700,Wrangle,2011-12-12,2011-12-13,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3773,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2011-12-12,2011-12-13,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3774,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2011-12-12,2011-12-13,Manila Clams,ND,,,,,,NG,<LOQ,
BTX/2011/3775,Beaulieu,B023E,New Forest DC,SU39600145,Baileys Hard ,2011-12-12,2011-12-13,Manila Clams,ND,,,,,,NG,<LOQ,
BTX/2011/3776,Roach,B073C,London PHA,TQ95699247,Paglesham Reach,2011-12-12,2011-12-13,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3777,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2011-12-13,2011-12-13,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3789,Dart,B028F,South Hams DC,SX87415599,Waddeton,2011-12-12,2011-12-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3790,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2011-12-13,2011-12-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3791,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2011-12-13,2011-12-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3792,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2011-12-13,2011-12-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3793,The Wash,B003D,Boston BC,TF44403720,Maretail,2011-12-12,2011-12-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3794,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2011-12-13,2011-12-14,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3795,Liverpool Bay - Wirral,B058P,Mersey PHA,SJ26119334,Leasowe North,2011-12-13,2011-12-14,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3796,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2011-12-13,2011-12-14,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3812,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2011-12-14,2011-12-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3813,Dee,B045Q,Wirral BC,SJ21038497,West Kirby,2011-12-14,2011-12-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3814,Camel,B035X,Cornwall CC,SW93428533 ,Porthilly Cove,2011-12-14,2011-12-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3815,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2011-12-12,2011-12-15,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3816,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2011-12-14,2011-12-15,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3826,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2011-12-15,2011-12-16,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2011/3827,Lune,B066G,Wyre BC,SD34004870,Knott Spit,2011-12-14,2011-12-16,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0004,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2012-01-04,2012-01-05,Surf Clams,ND,,,,,,NG,<LOQ,
BTX/2012/0022,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2012-01-09,2012-01-10,Manila Clams,ND,,,,,,NG,<LOQ,
